source_global_identifier,destination_global_identifier,rel_type,rel_properties$
mapping__Bo Rong Shi,mapping__ff96ba2dc85ec69f09f22154bc007ec6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Rong Shi,mapping__03ac4537b7b0ddacd0d6f0eaf5fb442f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Wegener,KP__f2d866497f0521550620cd9399edf3c9,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bo Wegener,mapping__54e03049a4049da988adcaad4eb7664a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bo Wegener,mapping__dc6329fb040e2096af4d75a07c1f3f50,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Board of Corporate Auditors,KP__4cec8615a2c6872f8c1fddaf1eb3e387,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Board of Corporate Auditors,mapping__a38fe24f64d0c8f4353578ba480ef10a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Board of Corporate Auditors,mapping__34d55ec5c523751009eaedc4b63f1a26,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Board of Corporate Auditors,mapping__237ee596e8e67e3d565efce63ed77fb1,NAMEVARIANT,"{""from"":""external""}"
mapping__Board of Directors,mapping__https://en.wikipedia.org/wiki/Centene_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Board of Directors,mapping__c6d1f990905a7c5cfcec4504e4bf6201,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Board of Directors,mapping__e918600a83f1d4af0f2bb4687a20a05f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Board of Directors,mapping__1690223551b2a235865829f65caaa907,NAMEVARIANT,"{""from"":""external""}"
mapping__Board of Directors,mapping__2ffc01c5df5966cbab7f9a860c1ded1d,NAMEVARIANT,"{""from"":""external""}"
mapping__Bob Bedingfield,mapping__https://en.wikipedia.org/wiki/Science_Applications_International_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Bedingfield,mapping__3d48a22585197c255961d9de1971ee4b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Bedingfield,mapping__ace04715c7d080e9ff3b34707e72ad10,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Border,mapping__https://en.wikipedia.org/wiki/Ingredion,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Border,mapping__bd140366978552b7e3f72bb65386a24a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Border,mapping__c496186dc7f25b9d495b6c2ffb230684,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Brunn,mapping__https://en.wikipedia.org/wiki/Ryder,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Brunn,mapping__495feb3d71ab56ca2a123ed9dec6488f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Brunn,mapping__e6b21d8b0e4b6ab7cc5fd2d5ffdbf74f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Chvala,mapping__https://en.wikipedia.org/wiki/Kuraray,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Chvala,mapping__6ab9375736e944e1ab2cfef1c5081d54,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Chvala,mapping__709f044a532f9619d9ae1d87386743d6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob De Lange,mapping__https://en.wikipedia.org/wiki/Caterpillar,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob De Lange,mapping__5f5538c3934df1589b4c59c6666df95a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob De Lange,mapping__c3991cdbb7f98fe6df3e1d28de2d0f41,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Dorrance,mapping__https://en.wikipedia.org/wiki/Toronto-Dominion_Bank,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Dorrance,mapping__70658d58806e863a4cc719b184d22f86,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Dorrance,mapping__6526b7df8f6a7968d40a0db8c2ae4fb5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Krebs,mapping__https://en.wikipedia.org/wiki/JBS_S.A.,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Krebs,mapping__eb9e6fae390d7da16a97c03fb0de8f17,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Krebs,mapping__3cc2287dcd8a6825db3e579738d18d67,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Kunze-Concewitz,mapping__https://en.wikipedia.org/wiki/Imperial_Brands,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Kunze-Concewitz,mapping__8360cda8c480169b8f11e99712e2c56d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Kunze-Concewitz,mapping__4d3b1f47435512b1bdc0049efc173786,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob L. Moss,mapping__https://en.wikipedia.org/wiki/Watsco,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob L. Moss,mapping__4dcab0d1d7c44c0db01a4e7e1bce53c8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob L. Moss,mapping__2898ef29695efb3fc3c580bf885db8b7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Majerus,mapping__https://en.wikipedia.org/wiki/Hensel_Phelps_Construction,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Majerus,mapping__f07e3965d0e2acb08a2591fccdf6f317,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Majerus,mapping__7c16e4e1348aa953be83b55ad6a245f2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Mauch,mapping__https://en.wikipedia.org/wiki/AmerisourceBergen,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Mauch,mapping__5e444fe1cab2d295db04e69d0337b802,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Mauch,mapping__c67737f0054129e00e40690a3c0806a3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob McCracken,KP__ad7faca6c6d17ae278b13b94983902bb,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob McCracken,mapping__22fb3aacdb15d2cbba110057672308e0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob McCracken,mapping__a9922fac965e5049adf0d97c608c96f5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob McCracken,mapping__c2b2dd8b458c62285bec92cbe03b13df,NAMEVARIANT,"{""from"":""external""}"
mapping__Bob Mitchell,mapping__https://en.wikipedia.org/wiki/Cintas,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Mitchell,mapping__46323109688bafcc764da010e5452e03,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Mitchell,mapping__b22cff2980260459a42c4e3e03a72a32,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__UNKNOWN,KP__cab05bb6a9a5c19e7944fd8fa44774aa,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Mullen,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bob Mullen,mapping__adfdf8be6f74b97aff4b32971f5d2414,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Mullen,mapping__4e7f0ca5e77f3001414d784ca3e80dab,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Palmer,mapping__https://en.wikipedia.org/wiki/C&S_Wholesale_Grocers,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bob Palmer,mapping__41dca68e5283bf5b44121d3c2f064768,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Palmer,mapping__5154e1fb7b691e32125aade6f04957c6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Pryor,mapping__https://en.wikipedia.org/wiki/NTT_Data,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bob Pryor,mapping__7541070caa7c7307f31a420c9d95de46,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Pryor,mapping__e397f3fcac89c35e120b3fa8887b8e1b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Wildvank,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Wildvank,mapping__ad8e916c43306bbd106d7ef086fddeea,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Wildvank,mapping__c03958b5d97807aeb315574231b54264,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Witte,mapping__https://en.wikipedia.org/wiki/Taylor_Morrison,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Witte,mapping__88c1fc43f399f526f93d36f227ba688d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Witte,mapping__0e7ebd7df4d7414b0df1e788f6c2c2ff,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Wolpert,KP__e1f4f795bcd7719432fc3f633a0527d4,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bob Wolpert,mapping__6995410b882be7b9a44383ff51251ca2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bob Wolpert,mapping__51b94e9eff6b54e50a5f566cdf80340a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Bell,mapping__https://en.wikipedia.org/wiki/KLA_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bobby Bell,mapping__dd0e2b91a4c8931edd701dd816a5648e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Bell,mapping__eb05672e386d8fcda0c8b128c3bceded,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Bell,mapping__dd80ee8d6c616f4936367b44cf847cc7,NAMEVARIANT,"{""from"":""external""}"
mapping__Bobby Burg,mapping__https://en.wikipedia.org/wiki/Southern_Glazer's_Wine_and_Spirits,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bobby Burg,mapping__ae1eb01e129762e768a3b31d14a44aa7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Burg,mapping__c9b971c1d9a8bf362a10fe32ae5a24c8,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Griffin,mapping__https://en.wikipedia.org/wiki/United_Rentals,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bobby Griffin,mapping__9d7b8bf2a7d416bf3e4c06a6eccf20a0,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bobby Griffin,mapping__2a38512463594a153775bcf0af6d9813,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bodo Uebber,mapping__https://en.wikipedia.org/wiki/Adidas,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bodo Uebber,mapping__986efefa9cfdfc807d8ee8e4de14be95,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bodo Uebber,mapping__10c03b4491e6cbc3267893fdaa6f943c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bodo Uebber,mapping__12ef030aa26f34b9b37eb1538a213e98,NAMEVARIANT,"{""from"":""external""}"
mapping__Bom Suk Kim,mapping__https://en.wikipedia.org/wiki/Coupang,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__Bom Suk Kim,mapping__1de1d9e3734050e2de5ba68237294c3d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bom Suk Kim,mapping__d6cb5507d234c32c69a5a81b8581dac6,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/COSCO_Shipping_Holdings,KP__becf45a2961a74ba2eb23a68842003b5,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boming Feng,mapping__https://en.wikipedia.org/wiki/COSCO_Shipping_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Boming Feng,mapping__5c2840fcbde578a39d9355e7879d9f1c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boming Feng,mapping__9ae260b871e1677f05ded8d89ac06d4f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/LG_Corporation,KP__20f5a487f0d7da59074b82bc5f7a2f5f,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bon-Joon Koo,mapping__https://en.wikipedia.org/wiki/LG_Corporation,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bon-Joon Koo,mapping__907cfe564b5d5bbe961dfdc1fdb89de2,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bon-Joon Koo,mapping__a0cff2673d11ecad5db01f0fc7bfa9f5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonang Francis Mohale,KP__5tnQfLMrv7ndSFpLDlUu2s,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonang Francis Mohale,mapping__https://en.wikipedia.org/wiki/Bidvest_Group,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bonang Francis Mohale,mapping__823cb4f10c915c7954cfe2475a5c9bf7,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonang Francis Mohale,mapping__b2fbc5074a2310c2c3e88bb04265fcb4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bongani Madikiza,mapping__https://en.wikipedia.org/wiki/Sanlam,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bongani Madikiza,mapping__974289243d5c46e4869fa17f42c5b895,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bongani Madikiza,mapping__8e631b1f51556c2cab47c66c3946fd78,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonghan Cho,mapping__https://en.wikipedia.org/wiki/DBS_Bank,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bonghan Cho,mapping__eb92b9cc1c482ff1dde7110497ed5367,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonghan Cho,mapping__5ab015ea5c5c33529a70463c91e2a138,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonnie Jacobs,KP__176cf31e0a283f3e9532f5ba9aaed770,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bonnie Jacobs,mapping__c16c8fd779520fc03eea7121fa0efe50,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonnie Jacobs,mapping__abeadd5427808d50bf828bfa89b8ac23,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Textron,KP__8ff2b75def56d2753aeeae9dcc5eb5d6,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonnie Latraverse,mapping__https://en.wikipedia.org/wiki/Textron,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bonnie Latraverse,mapping__d4accd54dd6d9146daac679e18df20f9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bonnie Latraverse,mapping__a28f83e5de108de18edcd11220dfbdb5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bora Kocak,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bora Kocak,mapping__b5391165f4dcdb346c1dc960d21dce20,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bora Kocak,mapping__092b4998e794cf1139fa2561b4b7438b,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boris Kokotovic,mapping__https://en.wikipedia.org/wiki/CommScope,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Boris Kokotovic,mapping__790651214449301486222ad10d74e3c9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boris Kokotovic,mapping__1396804c697687333a43bbe806df86af,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boris Shulkin,mapping__https://en.wikipedia.org/wiki/Magna_International,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Boris Shulkin,mapping__7cf8ab271e1b5e67dbf0720197808a30,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boris Shulkin,mapping__dcaad7e26e17a96e9e62f5499169bc02,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Borja Acha Besga,mapping__https://en.wikipedia.org/wiki/Endesa,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Borja Acha Besga,mapping__d24d796cec4ca31d6e18c6f857e0456d,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Borja Acha Besga,mapping__a6a654e3495371a0d212524a14e22444,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Börje_Ekholm,KP__cm4XzxhTlCkbJOPLA1Z9Re,SAMEAS,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Börje_Ekholm,mapping__https://en.wikipedia.org/wiki/Ericsson,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""CEO""}"
mapping__https://en.wikipedia.org/wiki/Börje_Ekholm,mapping__b4e16ee47ee5897d5c7af5618b1a0b8f,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Börje_Ekholm,mapping__60b09b9a10f3d7108234519e26f014b9,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__https://en.wikipedia.org/wiki/Börje_Ekholm,mapping__d6ed0b30526d164e4629eec88eff819a,NAMEVARIANT,"{""from"":""external""}"
mapping__Borong Shi,mapping__UNKNOWN,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Borong Shi,mapping__98369296d1e3666985bbf4f76d3060a4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Borong Shi,mapping__5736581be40c4202a3e7f81307cc8cc4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bothwell Mazarura,KP__07fd31bc69e3d43f04f15ee94bb64da2,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Bothwell Mazarura,mapping__9b519306db886e78bfb8b84b7544ad95,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Bothwell Mazarura,mapping__ba45d5e33b345fa6df393423cc7d915a,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boyce Craig Owens,mapping__https://en.wikipedia.org/wiki/Crown_Holdings,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Boyce Craig Owens,mapping__ca2f638fb499e017784baf46ba8f8066,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Boyce Craig Owens,mapping__8fc8b000020550c0dc5d51a1453649f4,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Beckham,mapping__https://en.wikipedia.org/wiki/O'Reilly_Auto_Parts,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brad Beckham,mapping__65d753108329e149d6ea7e749e410ee1,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Beckham,mapping__5587a7f1bcb4baaa03be5766e23d72b5,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Bennett,KP__3071713c06a0cbcfbb51dfa1a18e5fd2,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brad Bennett,mapping__caa13edd3f8ab123b1d43d3c358290bd,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Bennett,mapping__c44fe67e96b7f40684124abfcb5d6115,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Borud,mapping__https://en.wikipedia.org/wiki/Orix,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brad Borud,mapping__fcfcad1d98b0ec9e12463d512ec84c92,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Borud,mapping__c3ff9e9d6197ff810f0b0c302767927c,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Bowness,KP__8760e40239a243d50995b63b8ca88602,ROLE,"{""from"":""crisk_keyword_to_guid_caption_name"",""role"":""executive""}"
mapping__Brad Bowness,mapping__21203a541e41b3a6849baa1ae6cca49e,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
mapping__Brad Bowness,mapping__58dbed6e7f96475a629a6fd7ec0123f3,NAMEVARIANT,"{""from"":""crisk_keyword_to_guid_caption_name""}"
